School Name,School Type,County,City,Reported,Herd Immunity,Enrollment,PBE #,PBE %,Percentage Point Change 2007-14,DTP %,Polio %,MMR %,HEPB %,VAR %
EMERSON ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,91,0,0,No Data,99,98,97,99,99
FOSTER ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,166,0,0,No Opt-Outs,98,99,100,100,99
JEFFERSON ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,78,0,0,No Opt-Outs,100,100,100,100,100
KELLY ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,124,0,0,No Opt-Outs,99,98,100,100,100
LAUREL STREET ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,120,0,0,No Opt-Outs,95,95,94,96,96
LONGFELLOW ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,101,0,0,No Opt-Outs,99,99,98,100,100
MARTIN LUTHER KING ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,103,0,0,No Opt-Outs,97,97,98,99,100
MAYO ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,122,0,0,No Opt-Outs,99,100,100,100,100
MCKINLEY ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,85,0,0,No Opt-Outs,99,100,100,100,100
ROBERT F. KENNEDY ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,116,0,0,No Opt-Outs,90,90,90,100,100
RONALD E. MCNAIR ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,83,0,0,No Opt-Outs,99,100,99,100,100
ROOSEVELT ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,No,150,0,0,No Opt-Outs,69,67,67,69,69
ROSECRANS ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,117,0,0,Down to None,97,97,97,98,98
THURGOOD MARSHALL,PUBLIC,LOS ANGELES,COMPTON,N,Not Known, ,,,No Data,,,,,
TIBBY ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,Yes,82,0,0,No Opt-Outs,96,99,100,100,99
WASHINGTON ELEMENTARY,PUBLIC,LOS ANGELES,COMPTON,Y,No,76,0,0,No Opt-Outs,91,88,88,92,93
CARVER ELEMENTARY,PUBLIC,LOS ANGELES,LOS ANGELES,Y,No,60,0,0,No Opt-Outs,87,87,87,87,87
LINCOLN ELEMENTARY,PUBLIC,LOS ANGELES,LOS ANGELES,Y,Yes,44,0,0,No Opt-Outs,100,100,100,100,100
BARRANCA ELEMENTARY,PUBLIC,LOS ANGELES,COVINA,Y,Yes,125,1,1,Up from None,94,95,97,97,96
BEN LOMOND ELEMENTARY,PUBLIC,LOS ANGELES,COVINA,Y,Yes,87,1,1,Up from None,98,98,92,99,99
CYPRESS ELEMENTARY,PUBLIC,LOS ANGELES,COVINA,Y,Yes,98,1,1,Up from None,96,96,96,96,96
LARK ELLEN ELEMENTARY,PUBLIC,LOS ANGELES,COVINA,Y,No,54,0,0,No Opt-Outs,83,85,96,98,96
MANZANITA ELEMENTARY,PUBLIC,LOS ANGELES,COVINA,Y,No,29,0,0,No Opt-Outs,97,93,100,93,97
MERWIN ELEMENTARY,PUBLIC,LOS ANGELES,COVINA,Y,No,91,1,1,Up from None,86,87,85,95,95
CHILDREN'S CENTER,PUBLIC,LOS ANGELES,WEST COVINA,N,Not Known, ,,,No Data,,,,,
GROVECENTER ELEMENTARY,PUBLIC,LOS ANGELES,WEST COVINA,Y,Yes,73,0,0,No Opt-Outs,97,99,97,100,97
MESA ELEMENTARY,PUBLIC,LOS ANGELES,WEST COVINA,Y,Yes,142,1,1,Up from None,96,99,96,99,99
ROWLAND AVENUE ELEMENTARY,PUBLIC,LOS ANGELES,WEST COVINA,Y,Yes,95,0,0,Down to None,98,99,98,100,100
WORKMAN AVENUE ELEMENTARY,PUBLIC,LOS ANGELES,WEST COVINA,Y,Yes,101,0,0,No Opt-Outs,99,99,98,99,99
EL MARINO ELEMENTARY,PUBLIC,LOS ANGELES,CULVER CITY,Y,Yes,158,5,3,-1,95,95,96,96,96
EL RINCON ELEMENTARY,PUBLIC,LOS ANGELES,CULVER CITY,Y,Yes,109,0,0,Down to None,99,99,99,98,100
FARRAGUT ELEMENTARY,PUBLIC,LOS ANGELES,CULVER CITY,Y,Yes,85,6,7,6,93,93,93,89,93
LA BALLONA ELEMENTARY,PUBLIC,LOS ANGELES,CULVER CITY,Y,Yes,113,1,1,0,98,98,98,97,98
LINWOOD E. HOWE ELEMENTARY,PUBLIC,LOS ANGELES,CULVER CITY,Y,Yes,111,2,2,1,96,96,95,96,98
ALAMEDA ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,91,0,0,No Opt-Outs,96,97,96,98,98
GALLATIN ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,98,2,2,Up from None,97,98,98,98,98
GAULDIN ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,83,1,1,0,99,99,99,99,99
IMPERIAL ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,114,0,0,No Opt-Outs,95,95,94,97,96
LEWIS ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,120,2,2,Up from None,92,93,91,94,95
PRICE ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,120,0,0,No Opt-Outs,98,98,98,97,98
RIO HONDO ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,107,3,3,Up from None,92,94,94,96,96
RIO SAN GABRIEL ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,107,0,0,No Opt-Outs,97,98,98,98,98
UNSWORTH ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,97,0,0,No Opt-Outs,95,96,95,95,97
WARD ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,101,0,0,No Opt-Outs,97,97,94,97,97
WILLIAMS ELEMENTARY,PUBLIC,LOS ANGELES,DOWNEY,Y,Yes,133,0,0,No Opt-Outs,96,96,96,97,97
ANDRES DUARTE ELEMENTARY,PUBLIC,LOS ANGELES,DUARTE,Y,Yes,58,0,0,No Opt-Outs,97,97,98,100,100
BEARDSLEE ELEMENTARY,PUBLIC,LOS ANGELES,DUARTE,Y,Yes,63,0,0,No Opt-Outs,94,97,95,100,100
MAXWELL ELEMENTARY,PUBLIC,LOS ANGELES,DUARTE,Y,Yes,48,0,0,No Opt-Outs,94,98,96,100,98
ROYAL OAKS ELEMENTARY,PUBLIC,LOS ANGELES,DUARTE,Y,Yes,53,0,0,No Opt-Outs,100,100,98,100,100
VALLEY VIEW ELEMENTARY,PUBLIC,LOS ANGELES,DUARTE,Y,Yes,67,0,0,No Opt-Outs,97,99,97,100,100
CERES ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,67,0,0,No Opt-Outs,97,96,96,99,99
EVERGREEN ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,70,0,0,No Opt-Outs,97,97,99,99,99
LA COLIMA ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,76,1,1,0,93,95,93,96,97
LAUREL ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,96,0,0,Down to None,99,100,99,100,100
LEFFINGWELL ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,99,3,3,Up from None,97,97,97,97,97
MULBERRY ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,143,0,0,No Opt-Outs,94,94,94,99,99
MURPHY RANCH ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,88,3,3,Up from None,95,97,95,97,97
OCEAN VIEW ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,108,5,5,4,94,94,94,95,95
ORCHARD DALE ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,129,0,0,No Opt-Outs,98,98,97,98,98
SCOTT AVENUE ELEMENTARY,PUBLIC,LOS ANGELES,WHITTIER,Y,Yes,90,1,1,Up from None,98,98,98,98,98
COLUMBIA ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,118,0,0,Down to None,98,100,100,100,100
EASTSIDE ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,92,0,0,No Opt-Outs,99,99,99,99,100
ENTERPRISE ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,114,4,4,No Data,96,96,96,96,96
TIERRA BONITA ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,101,0,0,No Opt-Outs,96,97,97,97,97
RIO HONDO ELEMENTARY,PUBLIC,LOS ANGELES,ARCADIA,Y,Yes,76,1,1,Up from None,99,99,93,99,99
CHERRYLEE ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,Yes,61,1,2,0,98,98,98,98,98
COLUMBIA ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,Yes,54,0,0,No Opt-Outs,100,98,100,100,100
CORTADA ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,Yes,56,0,0,No Opt-Outs,100,100,100,100,100
DURFEE ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,Yes,77,0,0,No Data,100,100,97,100,100
GIDLEY ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,No,17,0,0,No Opt-Outs,88,88,88,100,100
LEGORE ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,No,68,0,0,No Opt-Outs,96,85,93,100,99
NEW LEXINGTON ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,No,55,0,0,No Opt-Outs,95,89,93,100,100
POTRERO ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,No,90,0,0,No Opt-Outs,87,89,88,100,98
RIO VISTA ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,Yes,56,1,2,Up from None,98,98,98,98,98
SHIRPSER ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,Yes,81,0,0,No Opt-Outs,100,100,100,100,100
WILKERSON ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,Yes,65,0,0,No Opt-Outs,89,89,89,100,100
WRIGHT ELEMENTARY,PUBLIC,LOS ANGELES,EL MONTE,Y,No,70,0,0,No Opt-Outs,70,74,70,100,100
CLEMINSON ELEMENTARY,PUBLIC,LOS ANGELES,TEMPLE CITY,Y,No,53,0,0,No Opt-Outs,98,100,91,100,100
ALICE M. BIRNEY ELEMENTARY,PUBLIC,LOS ANGELES,PICO RIVERA,Y,Yes,99,1,1,-1,97,97,97,97,97
DURFEE ELEMENTARY,PUBLIC,LOS ANGELES,PICO RIVERA,Y,Yes,81,1,1,-4,96,96,98,96,96
LAWRENCE T. MAGEE ELEMENTARY,PUBLIC,LOS ANGELES,PICO RIVERA,Y,Yes,89,2,2,Up from None,98,98,98,98,98
NORTH RANCHITO ELEMENTARY,PUBLIC,LOS ANGELES,PICO RIVERA,Y,Yes,80,0,0,No Opt-Outs,100,100,100,100,100
RIO VISTA ELEMENTARY,PUBLIC,LOS ANGELES,PICO RIVERA,Y,Yes,62,3,5,3,92,92,94,92,92
RIVERA ELEMENTARY,PUBLIC,LOS ANGELES,PICO RIVERA,Y,Yes,89,1,1,0,97,97,97,97,98
SOUTH RANCHITO ELEMENTARY,PUBLIC,LOS ANGELES,PICO RIVERA,Y,Yes,128,2,2,Up from None,98,98,98,98,98
VALENCIA ELEMENTARY,PUBLIC,LOS ANGELES,PICO RIVERA,Y,Yes,93,1,1,Up from None,99,99,99,99,99
CENTER STREET ELEMENTARY,PUBLIC,LOS ANGELES,EL SEGUNDO,Y,No,131,1,1,Up from None,79,84,77,90,94
RICHMOND STREET ELEMENTARY,PUBLIC,LOS ANGELES,EL SEGUNDO,Y,Yes,107,1,1,-3,99,99,99,98,99
HILLCREST ELEMENTARY,PUBLIC,LOS ANGELES,MONTEREY PARK,Y,Yes,77,2,3,Up from None,96,97,94,97,97
MONTEREY VISTA ELEMENTARY,PUBLIC,LOS ANGELES,MONTEREY PARK,Y,Yes,65,0,0,Down to None,100,100,100,100,100
BITELY -ARLENE- ELEMENTARY,PUBLIC,LOS ANGELES,ROSEMEAD,Y,Yes,83,0,0,Down to None,100,100,100,100,100
EMERSON -RALPH WALDO- ELEMENTARY,PUBLIC,LOS ANGELES,ROSEMEAD,Y,Yes,94,1,1,Up from None,97,98,96,99,99
RICE -ELDRIDGE- ELEMENTARY,PUBLIC,LOS ANGELES,ROSEMEAD,Y,Yes,65,1,2,Up from None,98,98,97,97,98
SANCHEZ -GEORGE I.- ELEMENTARY,PUBLIC,LOS ANGELES,ROSEMEAD,Y,Yes,46,0,0,No Opt-Outs,100,100,100,100,100
WILLARD -FRANCES E.- ELEMENTARY,PUBLIC,LOS ANGELES,ROSEMEAD,Y,Yes,78,1,1,Up from None,96,97,97,97,97
DEWEY AVENUE ELEMENTARY,PUBLIC,LOS ANGELES,SAN GABRIEL,Y,Yes,58,0,0,No Opt-Outs,100,100,100,100,100
BALBOA ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,111,5,5,2,86,87,86,95,95
BENJAMIN FRANKLIN ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,Yes,94,2,2,Up from None,98,98,98,98,98
CERRITOS ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,74,1,1,0,91,92,92,99,96
COLUMBUS ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,145,2,1,0,76,79,81,94,96
GLENOAKS ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,Yes,66,5,8,6,92,91,92,89,92
HORACE MANN ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,Yes,93,1,1,Up from None,98,98,99,99,99
JOHN C. FREMONT ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,86,2,2,-1,92,93,90,95,97
JOHN MARSHALL ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,Yes,110,1,1,Up from None,94,94,94,98,99
JOHN MUIR ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,118,1,1,Up from None,77,83,78,92,97
MARK KEPPEL ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,171,18,11,Up from None,89,89,89,89,89
R. D. WHITE ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,156,6,4,Up from None,84,87,85,92,94
THOMAS EDISON ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,120,6,5,3,86,93,89,93,94
THOMAS JEFFERSON ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,No,90,0,0,No Opt-Outs,82,81,84,94,94
VERDUGO WOODLANDS ELEMENTARY,PUBLIC,LOS ANGELES,GLENDALE,Y,Yes,109,4,4,Up from None,94,95,95,95,96
ABRAHAM LINCOLN ELEMENTARY,PUBLIC,LOS ANGELES,LA CRESCENTA,Y,Yes,67,3,4,1,96,96,96,94,96
DUNSMORE ELEMENTARY,PUBLIC,LOS ANGELES,LA CRESCENTA,Y,Yes,86,0,0,Down to None,93,92,97,98,100
LA CRESCENTA ELEMENTARY,PUBLIC,LOS ANGELES,LA CRESCENTA,Y,Yes,79,1,1,Up from None,95,95,94,97,96
MONTE VISTA ELEMENTARY,PUBLIC,LOS ANGELES,LA CRESCENTA,Y,No,98,3,3,Up from None,93,94,87,96,97
MOUNTAIN AVENUE ELEMENTARY,PUBLIC,LOS ANGELES,LA CRESCENTA,Y,No,72,3,4,Up from None,93,94,93,96,96
VALLEY VIEW ELEMENTARY,PUBLIC,LOS ANGELES,LA CRESCENTA,Y,No,71,0,0,Down to None,83,89,82,97,97
CULLEN ELEMENTARY,PUBLIC,LOS ANGELES,GLENDORA,Y,Yes,103,2,2,Up from None,97,94,94,95,98
LA FETRA ELEMENTARY,PUBLIC,LOS ANGELES,GLENDORA,Y,Yes,122,4,3,Up from None,96,96,96,97,97
SELLERS ELEMENTARY,PUBLIC,LOS ANGELES,GLENDORA,Y,Yes,94,3,3,Up from None,95,96,95,95,97
STANTON ELEMENTARY,PUBLIC,LOS ANGELES,GLENDORA,Y,Yes,105,0,0,No Opt-Outs,95,96,95,98,100
SUTHERLAND ELEMENTARY,PUBLIC,LOS ANGELES,GLENDORA,Y,Yes,102,3,3,Up from None,97,97,97,97,97
GORMAN ELEMENTARY,PUBLIC,LOS ANGELES,GORMAN,Y,No,12,1,8,No Data,58,58,58,75,75
GORMAN LEARNING CENTER,PUBLIC,LOS ANGELES,REDLANDS,Y,No,102,26,25,No Data,59,61,73,68,71
BIXBY ELEMENTARY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,43,1,2,-1,98,98,98,98,98
CEDARLANE ACADEMY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,24,0,0,No Data,100,100,100,100,100
GRAZIDE ELEMENTARY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,70,1,1,Up from None,99,99,99,99,99
KWIS ELEMENTARY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,42,0,0,Down to None,100,100,100,100,100
LOS ALTOS ELEMENTARY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,No,78,0,0,No Opt-Outs,88,88,88,97,97
LOS MOLINOS ELEMENTARY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,67,4,6,Up from None,94,94,94,94,94
LOS ROBLES ACADEMY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,37,0,0,No Opt-Outs,95,95,95,100,100
MESA ROBLES,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,72,4,6,Up from None,94,94,94,94,94
PALM ELEMENTARY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,61,0,0,Down to None,93,93,93,100,100
WEDGEWORTH ELEMENTARY,PUBLIC,LOS ANGELES,HACIENDA HEIGHTS,Y,Yes,69,0,0,No Opt-Outs,100,100,100,100,100
BALDWIN ACADEMY,PUBLIC,LOS ANGELES,LA PUENTE,Y,Yes,96,0,0,No Opt-Outs,100,100,100,100,100
CALIFORNIA ELEMENTARY,PUBLIC,LOS ANGELES,LA PUENTE,Y,Yes,65,0,0,No Opt-Outs,98,98,98,98,98
DEL VALLE ELEMENTARY,PUBLIC,LOS ANGELES,LA PUENTE,Y,No,46,0,0,No Opt-Outs,61,76,74,80,83
FAIRGROVE ACADEMY,PUBLIC,LOS ANGELES,LA PUENTE,Y,Yes,99,0,0,No Opt-Outs,100,98,99,98,100
LASSALETTE,PUBLIC,LOS ANGELES,LA PUENTE,Y,Yes,93,0,0,No Opt-Outs,100,100,100,100,100
NELSON ELEMENTARY,PUBLIC,LOS ANGELES,LA PUENTE,Y,No,32,0,0,No Opt-Outs,88,88,91,97,94
SPARKS ELEMENTARY,PUBLIC,LOS ANGELES,LA PUENTE,Y,No,101,0,0,No Opt-Outs,84,87,83,100,100
SUNSET ELEMENTARY,PUBLIC,LOS ANGELES,LA PUENTE,Y,Yes,37,0,0,No Opt-Outs,100,100,100,100,100
TEMPLE ACADEMY,PUBLIC,LOS ANGELES,LA PUENTE,Y,Yes,41,0,0,No Opt-Outs,95,95,95,95,95
WORKMAN ELEMENTARY,PUBLIC,LOS ANGELES,LA PUENTE,Y,Yes,79,1,1,Up from None,94,96,94,99,99
"GRANDVIEW, COLLEGE PREPARATORY ACADEMY",PUBLIC,LOS ANGELES,VALINDA,Y,No,31,0,0,No Data,94,90,94,94,100
VALINDA SCHOOL OF ACADEMICS,PUBLIC,LOS ANGELES,VALINDA,Y,Yes,57,0,0,No Opt-Outs,100,100,100,100,100
WING LANE ELEMENTARY,PUBLIC,LOS ANGELES,VALINDA,Y,No,71,1,1,Up from None,79,82,82,92,97
EUCALYPTUS,PUBLIC,LOS ANGELES,HAWTHORNE,Y,Yes,163,0,0,No Opt-Outs,97,98,97,100,98
JEFFERSON,PUBLIC,LOS ANGELES,HAWTHORNE,Y,Yes,129,0,0,Down to None,96,95,98,98,100
KORNBLUM,PUBLIC,LOS ANGELES,HAWTHORNE,Y,No,133,1,1,Up from None,89,90,84,92,92
RAMONA,PUBLIC,LOS ANGELES,HAWTHORNE,Y,Yes,112,0,0,No Opt-Outs,98,98,98,100,100
WASHINGTON,PUBLIC,LOS ANGELES,HAWTHORNE,Y,Yes,131,0,0,No Opt-Outs,94,94,96,98,98
YORK,PUBLIC,LOS ANGELES,HAWTHORNE,Y,No,153,0,0,No Opt-Outs,82,82,82,100,82
ZELA DAVIS,PUBLIC,LOS ANGELES,HAWTHORNE,Y,Yes,214,0,0,No Opt-Outs,100,99,100,100,100
HERMOSA VIEW ELEMENTARY,PUBLIC,LOS ANGELES,HERMOSA BEACH,Y,Yes,171,5,3,-1,92,95,92,95,96
HUGHES-ELIZABETH LAKES,PUBLIC,LOS ANGELES,LAKE HUGHES,Y,No,33,4,12,8,82,79,85,85,85
BENNETT KEW ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,N,Not Known, ,,,No Data,,,,,
CENTINELA ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,Y,No,99,0,0,Down to None,84,89,82,97,89
CHILDREN OF PROMISE PREPARATORY ACADEMY,PUBLIC,LOS ANGELES,INGLEWOOD,Y,No,60,0,0,No Data,90,95,97,95,97
HIGHLAND ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,N,Not Known, ,,,No Data,,,,,
HUDNALL -CLAUDE- ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,Y,No,86,0,0,No Opt-Outs,80,80,80,98,98
ICEF INGLEWOOD ELEMENTARY CHARTER ACADEMY,PUBLIC,LOS ANGELES,INGLEWOOD,N,Not Known, ,,,No Data,,,,,
KELSO -WILLIAM H.- ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,Y,No,87,0,0,No Opt-Outs,77,77,91,91,91
LA TIJERA K-8 ACADEMY OF EXCELLENCE,PUBLIC,LOS ANGELES,INGLEWOOD,Y,Yes,66,1,2,Up from None,91,91,91,94,95
LANE -WARREN- ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,N,Not Known, ,,,No Data,,,,,
OAK STREET ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,Y,Yes,124,0,0,Down to None,95,94,95,100,100
PARENT -FRANK D.- ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,Y,No,53,4,8,Up from None,87,92,89,91,92
PAYNE -BEULAH- ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,Y,Yes,108,1,1,0,93,94,94,99,99
TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD,PUBLIC,LOS ANGELES,INGLEWOOD,Y,Yes,59,0,0,No Data,100,100,100,100,100
WILDER'S PREPARATORY ACADEMY CHARTER,PUBLIC,LOS ANGELES,INGLEWOOD,Y,Yes,60,0,0,Down to None,100,100,100,100,100
WOODWORTH -CLYDE- ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,N,Not Known, ,,,No Data,,,,,
WORTHINGTON ELEMENTARY,PUBLIC,LOS ANGELES,INGLEWOOD,N,Not Known, ,,,No Data,,,,,
ALPINE ELEMENTARY,PUBLIC,LOS ANGELES,LITTLEROCK,Y,Yes,61,0,0,No Opt-Outs,97,98,98,100,100
ANTELOPE ELEMENTARY,PUBLIC,LOS ANGELES,LITTLEROCK,Y,Yes,68,0,0,No Opt-Outs,93,93,91,99,100
DAISY GIBSON ELEMENTARY,PUBLIC,LOS ANGELES,PALMDALE,Y,Yes,55,0,0,Down to None,98,100,100,100,100
LAKE LOS ANGELES ELEMENTARY,PUBLIC,LOS ANGELES,PALMDALE,Y,Yes,60,0,0,Down to None,97,98,97,98,100
PEARBLOSSOM ELEMENTARY,PUBLIC,LOS ANGELES,PEARBLOSSOM,Y,Yes,42,0,0,No Opt-Outs,93,98,93,100,98
LA CANADA ELEMENTARY,PUBLIC,LOS ANGELES,LA CANADA,Y,Yes,88,2,2,-2,97,97,97,97,97
PALM CREST ELEMENTARY,PUBLIC,LOS ANGELES,LA CANADA,Y,Yes,65,4,6,Up from None,94,94,94,94,94
PARADISE CANYON ELEMENTARY,PUBLIC,LOS ANGELES,LA CANADA,Y,Yes,84,3,4,Up from None,95,95,95,95,95
DESERT VIEW ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,120,0,0,No Opt-Outs,96,97,98,98,100
DISCOVERY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,145,0,0,No Data,99,99,99,99,99
EL DORADO ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,125,1,1,-2,98,98,98,98,99
ILEAD LANCASTER CHARTER,PUBLIC,LOS ANGELES,LANCASTER,Y,No,85,5,6,No Data,75,75,75,91,92
JACK NORTHROP ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,162,0,0,Down to None,97,97,98,98,98
JOHN AND JACQUELYN MILLER ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,109,3,3,No Data,97,97,97,97,97
JOSHUA ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,129,1,1,0,96,98,97,99,99
LANCASTER ALTERNATIVE AND VIRTUAL ACADEMIES,PUBLIC,LOS ANGELES,LANCASTER,N,Not Known, ,,,No Data,,,,,
LIFE SOURCE INTERNATIONAL CHARTER,PUBLIC,LOS ANGELES,LANCASTER,N,Not Known, ,,,No Data,,,,,
LINCOLN ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,174,1,1,Up from None,98,98,99,99,99
LINDA VERDE ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,162,0,0,No Opt-Outs,98,100,99,100,100
MARIPOSA ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,97,3,3,Up from None,93,97,96,97,97
MONTE VISTA ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,149,1,1,0,97,99,99,99,99
NANCY CORY ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,106,2,2,1,92,94,93,94,94
SIERRA ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,154,0,0,No Opt-Outs,97,99,99,99,99
SUNNYDALE ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,88,2,2,1,98,98,98,98,98
WEST WIND ELEMENTARY,PUBLIC,LOS ANGELES,LANCASTER,Y,Yes,155,2,1,Up from None,99,99,99,99,99
MARIPOSA SCHOOL OF GLOBAL EDUCATION,PUBLIC,LOS ANGELES,AGOURA,Y,No,62,20,32,No Data,66,66,66,66,66
SUMAC ELEMENTARY,PUBLIC,LOS ANGELES,AGOURA,Y,Yes,95,1,1,-2,97,97,97,98,99
WILLOW ELEMENTARY,PUBLIC,LOS ANGELES,AGOURA,Y,No,108,12,11,Up from None,81,81,81,81,81
BUTTERCUP PRE-SCHOOL,PUBLIC,LOS ANGELES,AGOURA HILLS,N,Not Known, ,,,No Data,,,,,
YERBA BUENA ELEMENTARY,PUBLIC,LOS ANGELES,AGOURA HILLS,Y,No,80,10,13,11,81,85,85,86,88
BAY LAUREL ELEMENTARY,PUBLIC,LOS ANGELES,CALABASAS,Y,Yes,106,2,2,-6,92,94,94,94,94
